genome_id	genome_name
2030800.124	Elusimicrobia bacterium strain Lyne_18-Q3-R50-59_MAXAC.215
2741701.3	Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz'
479436.6	Veillonella parvula DSM 2008
1853216.3	Oceanospirillales bacterium WDS2A16A
1151118.3	Arthrobacter sp. 161MFSha2.1
796939.3	Eubacteriaceae bacterium CM2
1658671.4	Arsenicicoccus sp. oral taxon 190 strain F0371
613026.4	Helicobacter bilis ATCC 43879
264462.9	Bdellovibrio bacteriovorus HD100
148604.19	Lactobacillus ingluviei strain An777
717961.3	Eubacterium siraeum V10Sc8a
174633.139	Candidatus Kuenenia stuttgartiensis LH-05nov19-139
2527980.3	Planctomycetes bacterium Pan189
1394711.4	Candidatus Saccharibacteria bacterium RAAC3_TM7_1
2602574.15	Candidatus Aquarickettsia rohweri strain Acer BE 8867
206672.9	Bifidobacterium longum NCC2705
138072.46	Candidatus Hamiltonella defensa strain china
2864218.10	Candidatus Profftia sp. (ex Adelges kitamiensis) Adelges kitamiensis 18-608
39480.4	Andreesenia angusta strain DSM 1989
2579976.3	Firmicutes bacterium CS-1
1008308.3	Fusibacter tunisiensis strain DSM 24436
472834.3	Candidatus Purcelliella pentastirinorum strain OLIH
765952.4	Parachlamydia acanthamoebae UV-7
927668.3	Pseudanabaena biceps PCC 7429
37692.4	Candidatus Phytoplasma mali strain AT
1256050.5	uncultured Porticoccus sp. strain 0.2_20180412_Bin_139_sub_1
2840784.4	Candidatus Enteromonas pullicola BRZ_PK__bin25
1810504.3	Gammaproteobacteria bacterium TR3.2
349520.5	Paenibacillus polymyxa E681
2614248.5	Ardenticatenales bacterium strain Aved_18-Q3-R54-62_BATAC.767
272624.6	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
267747.3	Propionibacterium acnes KPA171202
2079008.3	Candidatus Tokpelaia sp. JSC085
1915543.3	Methanoregula sp. UBA154
2789326.3	Oscillospiraceae bacterium CM
2491047.3	Fretibacterium sp. OH1220_COT-178
2093367.3	Desulfarculus sp. strain SURF_10 strain not applicable
1324935.3	Limisphaera ngatamarikiensis strain NGM72.4
2030827.3	Candidatus Dependentiae bacterium strain NORP98
1267005.3	Hyphomicrobium zavarzinii ATCC 27496
9.55	Buchnera aphidicola strain BCifornacula
877415.3	Erysipelotrichaceae bacterium NK3D112
1236689.6	Candidatus Methanomethylophilus alvus Mx1201
1443941.6	Acinetobacter gandensis strain CCUG 68482
398773.6	Methylohalomonas lacus HMT 1
381764.8	Fervidobacterium nodosum Rt17-B1
2268189.4	Candidatus Scalindua sp. strain MohnsGC08_192
2855394.3	Crassaminicella sp. 143-21
690879.6	Terrimicrobium sacchariphilum strain NM-5
265311.5	Mesoplasma florum L1
2094562.3	Siphonobacter curvatus strain HR-U
1519464.4	Chlorobium sp. GBChlB
1304885.3	Desulforegula conservatrix Mb1Pa
1339239.3	Cetobacterium sp. ZOR0034
169963.11	Listeria monocytogenes EGD-e
1382306.3	Thermogemmatispora sp. PM5
242231.10	Neisseria gonorrhoeae FA 1090
107806.10	Buchnera aphidicola str. APS (Acyrthosiphon pisum)
2807629.10	Desulfuromonas sp. CSMB_57
360411.10	Bellilinea caldifistulae strain GOMI-1
1761012.6	Peptococcaceae bacterium DCMF
1183379.4	Campylobacter coli RM4661
1946319.3	Chloracidobacterium sp. UBA4728
1457365.3	Bacteroidetes bacterium Omega
403833.7	Petrotoga mobilis SJ95
59748.8	Candidatus Phytoplasma australiense
246194.6	Carboxydothermus hydrogenoformans Z-2901
1313171.3	Ilumatobacter nonamiense YM16-303
258723.4	Marinilactibacillus piezotolerans strain Marseille-P2378
349163.14	Acidiphilium cryptum JF-5
1963835.3	Rhodospirillales bacterium B29T1 strain B29T1
1914870.3	Kordiimonadales bacterium IMCC3096
2796927.3	Gelria sp. Kuro-4
2496273.3	Clostridiales bacterium SYSU GA17129
1463821.3	Glycomyces sp. NRRL B-16210
2675787.3	Enterobacteriaceae endosymbiont of Donacia tomentosa strain DtomSym
2292005.3	Butyricicoccus sp. AM18-35
64091.14	Halobacterium sp. NRC-1
247481.57	Candidatus Cardinium hertigii strain cHgTN10
457570.14	Natranaerobius thermophilus JW/NM-WN-LF
114.15	Gemmata obscuriglobus strain DSM 5831
156889.10	Magnetococcus marinus MC-1
1307759.4	Desulfovibrio sp. L21-Syr-AB
292459.5	Symbiobacterium thermophilum IAM 14863
1336245.3	Carnimonas nigrificans ATCC BAA-78
289377.5	Thermodesulfobacterium commune DSM 2178
2565273.3	Candidatus Defluviicoccus seviourii
445971.6	Anaerofustis stercorihominis DSM 17244
93061.5	Staphylococcus aureus subsp. aureus NCTC 8325
66084.3	Wolbachia sp. wRi
1043493.3	Lysinimicrobium mangrovi NBRC 105856
986075.3	Caldalkalibacillus thermarum TA2.A1
2016530.3	Bacteroidetes bacterium SPSPC-11
1872096.100	Acetofilamentum sp. SulCav_AS07-7_3_31_287
236753.3	Fastidiosipila sanguinis strain CCUG 47711
2806609.3	Candidatus Gromoviella agglomerans strain Sp8-1
52694.7	Acetobacterium wieringae strain JM
1177218.3	Candidatus Gillettellia cooleyia strain 19-005
2878852.3	Mesoplasma sp. JKS002658
476281.3	Candidatus Ishikawaella capsulata Mpkobe
504728.6	Meiothermus ruber DSM 1279
907.4	Megasphaera elsdenii DSM 20460
1946432.3	Empedobacter sp. UBA2044
33033.4	Parvimonas micra KCOM 1535; ChDC B708
688867.3	Ohtaekwangia koreensis strain DSM 25262
251538.3	Candidatus Blochmannia ocreatus C-006
2840870.3	Candidatus Merdivicinus intestinigallinarum strain ChiBcec18-2170
2760313.3	Tessaracoccus sp. MC1679 strain not applicable
477974.6	Candidatus Desulforudis audaxviator MP104C
1888893.3	Parvibium lacunae strain KMB9
2800819.3	Pseudonocardia sp. S2-4
1408454.3	Mycoplasma anseris ATCC 49234
1505597.4	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757
1913988.1735	Alphaproteobacteria bacterium HK-STAS-PROT-9
335992.9	Candidatus Pelagibacter ubique HTCC1062
2928472.3	Acuticoccus sp. I52.16.1
390333.7	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
1828648.3	Oculatella sp. LEGE 06141
376686.10	Flavobacterium johnsoniae UW101
445974.6	Clostridium ramosum DSM 1402
1410383.3	symbiont bacterium UwTKB of Urostylis westwoodii
655015.3	Methylocystis bryophila strain S285
651182.5	Desulfobacula toluolica Tol2
2722752.3	Iamia sp. SCSIO 61187
1962908.24	Gemmatimonas sp. strain M145S2SP1A63QC
570509.6	Spiroplasma melliferum KC3
290633.11	Gluconobacter oxydans 621H
2021391.398	Flavobacteriales bacterium strain M30B58
648999.4	Micromonospora sp. L5
339860.19	Methanosphaera stadtmanae DSM 3091
332175.3	Desulfosalsimonas propionicica strain DSM 17721
2751313.3	Koleobacter methoxysyntrophicus strain NRmbB1
909943.3	SAR116 cluster alpha proteobacterium HIMB100
1455061.4	Candidatus Magnetobacterium sp. MYR-1
1940790.5	Phycisphaerae bacterium L21-RPul-D3 strain L21-RPul-D3
1405291.3	Mesotoga sp. Brook.08.YT.4.2.5.2.
1321814.3	Eubacterium brachy ATCC 33089
933949.25	Brockia lithotrophica strain AL31
1852022.3	Roseitalea porphyridii strain MA7-20
317936.3	Nostoc sp. PCC 7107
36870.6	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
1259198.3	Cryobacterium sp. Sr39
1227546.3	Membranicola marinus strain DP5N28-2
363253.5	Lawsonia intracellularis PHE/MN1-00
2908648.6	Suttonella sp. R2A3
1906166.3	Candidatus Caenarcanum bioreactoricola strain UASB_169
262723.5	Mycoplasma synoviae 53
1168169.3	Methylomonas sp. 11b
1609969.5	Candidatus Omnitrophus magneticus strain SKK-01
2086585.3	Christensenella sp. Marseille-P3954
665956.3	Subdoligranulum sp. 4_3_54A2FAA
2770581.3	Rickettsiales endosymbiont of Paramecium tredecaurelia strain WO2
295405.11	Bacteroides fragilis YCH46
156994.4	Reichenbachiella agariperforans strain DSM 26134
2802963.3	Candidatus Aquidulcis sp. strain FI88_2_58_12
2782161.3	Deferribacteraceae bacterium V6Fe1
1262794.3	Clostridium sp. CAG:306
1802984.3	Candidatus Fokinia solitaria strain Rio ETE_ALG 3VII
1313421.4	Aureispira sp. CCB-QB1
1932692.91	Lentisphaerae bacterium strain zth2
1929292.5	Nevskia sp. strain HOG36
1621989.5	Candidatus Desulfofervidus auxilii strain HS1 strain HotSeep1
1670830.3	Egicoccus halophilus strain EGI 80432
2715251.13	Candidatus Paceibacter sp. strain BE2012_5_45_13
1987381.4	Spirosoma agri strain KCTC 52727
908846.3	Pseudoclavibacter caeni strain JCM 16921
254945.26	Ehrlichia ruminantium str. Welgevonden (Prj:9614)
36868.4	Wigglesworthia glossinidia endosymbiont of Glossina morsitans
224911.5	Bradyrhizobium japonicum USDA 110
883111.3	Facklamia hominis CCUG 36813
1653831.24	Blattabacterium cuenoti strain MEDIASdel
2115978.3	Candidatus Phycorickettsia trachydisci strain CCALA 838
2919927.4	Agrococcus sp. ARC_14
2133960.4	Conexibacter sp. Seoho-28
1936025.3	Kiloniella sp. M146.1 strain M146.1
1306947.3	candidate division TM6 bacterium JCVI TM6SC1
1315998.3	Buchnera aphidicola (Thelaxes californica) strain Tca
2030824.23	Phycisphaera sp. strain RI_382
1075399.3	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
2704250.3	Candidatus Roseilinea sp. NK_OTU-006
46159.3	Actinomadura coerulea strain DSM 43675
993689.15	Metallibacterium scheffleri strain DKE6
1293054.3	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643
1415657.3	endosymbiont of Llaveia axin axin
160660.10	Acidihalobacter prosperus strain F5
2613842.3	Wenzhouxiangella sp. W260
289376.4	Thermodesulfovibrio yellowstonii DSM 11347
957042.4	Fuchsiella alkaliacetigena strain WG13
868864.3	Desulfurobacterium thermolithotrophum DSM 11699
2419771.3	Gryllotalpicola sp. 2DFW10M-5
338645.5	Candidatus Contubernalis alkalaceticum Z-7904
1643335.5	Marinitoga sp. 1154
89093.3	Ignavigranum ruoffiae strain DSM 15695
937774.3	Taylorella equigenitalis MCE9
1264899.3	Zavarzinia compransoris strain DSM 1231
1852017.4	Rhodobacteraceae bacterium MA-7-27
2840844.4	Candidatus Limadaptatus stercoravium BRZ_FI__bin56
244328.198	uncultured Clostridia bacterium min17_bin68
367737.6	Arcobacter butzleri RM4018
937777.3	Deinococcus peraridilitoris DSM 19664
300852.9	Thermus thermophilus HB8
439481.9	Aciduliprofundum boonei T469
1323375.3	Anoxybacter fermentans strain DY22613
944560.4	Actinomyces sp. oral taxon 175 str. F0384
690566.3	Sphingobium chlorophenolicum L-1
1280948.3	Hyphomonas sp. 22II1-22F38
1056817.3	Teredinibacter turnerae T8602
1476195.3	Helicobacter sp. 11S02629-2
1682490.3	Ferrigenium kumadai strain An22
1241859.3	Buchnera aphidicola (Hyadaphis tataricae) strain Hta
1193620.3	Niveibacterium umoris strain DSM 106739
1379305.3	candidate division NKB19 bacterium JGI OTU-1
2720720.3	Candidatus Rhabdochlamydia sp. W744
2026724.900	Chloroflexi bacterium strain L227-S17
2901836.3	Alicyclobacillaceae bacterium MYW30-H2
1247024.12	Arsenophonus endosymbiont clonal population
1898207.3492	Clostridiales bacterium strain MGYG-HGUT-01502
1121881.3	Ferrithrix thermotolerans DSM 19514 strain DSM 19514
2587115.3	Rhizomicrobium sp. SG733
1953413.3	bacterium UBP10_UBA7539
169962.4	uncultured Desulfomonile sp. strain Loc090907-8-6m_bin-644
697284.3	Paenibacillus larvae subsp. larvae DSM 25430
1872664.5	Austwickia sp. strain Hirt_18-Q3-R61-65_BAT3C.202
1359163.4	Candidatus Neoehrlichia lotoris str. RAC413
360911.3	Exiguobacterium sp. AT1b
496831.5	Thermovorax subterraneus DSM 21563
2045015.3	Peptostreptococcus sp. Marseille-P4308
479437.5	Eggerthella lenta DSM 2243
1423744.4	Lactobacillus floricola DSM 23037 = JCM 16512
2721147.3	Candidatus Protoclostridium gallicola strain Chicken_24_mag_120
1462919.3	Mobilitalea sibirica strain DSM 26468
2883565.11	Candidatus Elulimicrobium sp. strain SulCav_AS07-7_35_57
1096341.3	Fonticella tunisiensis strain DSM 24455
1716143.16	Pseudodesulfovibrio indicus strain DSM 101483
1428644.3	Streptomyces gilvigriseus strain MUSC 26
1121020.3	Arthrobacter sanguinis DSM 21259
2202731.8	Kiritimatiellales bacterium strain F21
194439.7	Chlorobium tepidum TLS
1410576.3	uncultured Acidilobus sp. JCHS
267748.5	Mycoplasma mobile 163K
650150.7	Erysipelothrix rhusiopathiae str. Fujisawa
2821536.3	Chloracidobacterium sp. D
36849.5	Oxobacter pfennigii strain DSM 3222
1510150.4	Permianibacter aggregans strain DSM 103792
1594731.4	Candidatus Westeberhardia cardiocondylae strain obscurior
84022.6	Clostridium aceticum strain DSM 1496
224999.3	Tepidanaerobacter syntrophicus strain JL
887898.3	Lautropia mirabilis ATCC 51599
1392491.3	Ruminococcaceae bacterium AE2021
2873263.10	Marinicella sp. NBU2979
242600.3	Ichthyobacterium seriolicida strain JBKA-6
2849650.10	Salsipaludibacter albus AS10
525909.11	Acidimicrobium ferrooxidans DSM 10331
1413210.17	Orenia metallireducens strain Z6
2268143.5	Methanolinea sp. strain EsbE_18-Q3-R3-47_BAT3C.270
99117.3	Microlunatus capsulatus strain DSM 12936
2094122.3	Thermoplasma sp. Kam2015
1653831.45	Blattabacterium cuenoti strain ALLACaus
399579.5	Thermogymnomonas acidicola strain JCM 13583
2083498.3	Ketobacter sp. strain BinD
518766.7	Rhodothermus marinus DSM 4252
214.52	Helicobacter felis strain cn23e
710393.3	Helicobacter suis HS1
394221.8	Maricaulis maris MCS10
649638.3	Truepera radiovictrix DSM 17093
657313.3	Ruminococcus torques L2-14
2780086.3	Sandaracinobacter sp. SZY PN-1
243230.17	Deinococcus radiodurans R1
490899.14	Desulfurococcus kamchatkensis 1221n
2030824.24	Phycisphaera sp. strain RI_212
220137.81	uncultured Mollicutes bacterium min17_bin64
1765737.5	Dissulfurirhabdus thermomarina strain SH388
1408416.3	Acholeplasma hippikon ATCC 29725
2663809.3	Nordella sp. OAE833
1633631.8	Candidatus Kryptonium thompsoni strain JGI-4
1702221.14	Faecalibaculum rodentium strain Alo17 strain ALO17
2709429.4	Buchnera aphidicola (Periphyllus lyropictus) Pl-LLN
227377.7	Coxiella burnetii RSA 493
267377.15	Methanococcus maripaludis S2
655811.4	Anaerococcus vaginalis ATCC 51170
1188229.3	Candidatus Gloeomargarita lithophora D10
1196417.3	Milkweed yellows phytoplasma str. MW1
768710.3	Desulfosporosinus youngiae DSM 17734
1922217.7	Candidatus Erwinia haradaeae strain ErCicurvipes
108080.4	Candidatus Blochmannia herculeanus C-056
2864136.3	Pontibacter sp. HSC-14F20
1345117.3	Candidatus Annandia pinicola strain Ad13-065
2026724.1155	Chloroflexi bacterium strain Kalu_18-Q3-R12-55_BAT3C.186
2732163.3	Limnobacter sp. SAORIC-580
1205680.3	Reyranella massiliensis 521
1317117.6	Oceanococcus atlanticus strain 22II-S10r2
1400864.3	Synechococcus sp. BIOS-E4-1
414750.3	Thermoactinomyces sp. CDF
91750.1140	uncultured Alphaproteobacteria bacterium min17_bin80
84135.157	Gemella sanguinis strain FDAARGOS_742 strain Not applicable
945713.3	Ignavibacterium album JCM 16511
2508949.3	Candidatus Borkfalki ceftriaxensis strain HDS1380
1163408.3	Rhodanobacter fulvus Jip2
620903.10	Negativicoccus succinicivorans strain DSM 21255
2173034.3	Clostridiales bacterium 70B-A
159087.6	Dechloromonas aromatica RCB
1696036.3	Candidatus Finniella inopinata strain HOLO01
653733.4	Desulfurispirillum indicum S5
309807.25	Salinibacter ruber DSM 13855
592015.5	Anaerobaculum hydrogeniformans ATCC BAA-1850
177416.18	Francisella tularensis subsp. tularensis SCHU S4
1303518.3	Chthonomonas calidirosea T49
1325564.10	Nitrospira japonica FI88_42_154
1123371.3	Thermodesulfatator atlanticus DSM 21156
1294296.4	Luteibaculum oceani strain JCM 18817
1882752.42	Singulisphaera sp. GP187 AE-24oct19-175
1736511.3	Rhizobacter sp. Root29
2608984.3	Candidatus Nitrosymbiomonas proteolyticus strain 317325-2
1089455.3	Mobilicoccus pelagius NBRC 104925
592028.3	Dialister invisus DSM 15470
2678502.3	Facklamia sp. 253
2499629.3	Chitinophagaceae bacterium HME-24
189518.3	Leptospira interrogans serovar Lai str. 56601
2026779.219	Planctomycetaceae bacterium strain ih15
2044594.17	Candidatus Delongbacteria bacterium strain HK-STAS-DELO-1
1903261.3	Desulfovibrio sp. Marseille-P3199 strain Marseille-P3199
1651774.3	Candidatus Neptunochlamydia vexilliferae strain K9
1660198.3	Dermacoccaceae bacterium C5-26
243273.25	Mycoplasma genitalium G37
412965.8	Candidatus Vesicomyosocius okutanii HA
295108.7	Candidatus Berkiella aquae strain HT99
1935129.3	Candidatus Hydrothermarchaeota archaeon JdFR-18 strain JdFR-18
203120.7	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293
707003.275	uncultured Oscillospiraceae bacterium min17_bin21
1461337.4	Aestuariispira insulae strain CECT 8488
626937.26	Christensenella minuta strain DSM 22607
1505596.4	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675
2849779.3	Aquihabitans sp. G128
264199.4	Streptococcus thermophilus LMG 18311
334413.6	Finegoldia magna ATCC 29328
1262133.3	candidate division OP9 bacterium OP9-cSCG
1120978.3	Allofustis seminis DSM 15817
1309793.3	Buchnera aphidicola (Pentalonia nigronervosa) strain Ba4
525904.6	Thermobaculum terrenum ATCC BAA-798
465721.9	Steroidobacter denitrificans strain DSM 18526
575615.3	Prevotella sp. oral taxon 317 str. F0108
1653831.32	Blattabacterium cuenoti strain ECTOBIsp
1663685.3	Pedobacter sp. BMA
450851.6	Phenylobacterium zucineum HLK1
155866.6	Weissella soli strain KACC 11848
1747223.3	Acidisphaera sp. S103
1965230.3	Burkholderiales bacterium CNM695-12
349750.3	Sneathiella chinensis strain LMG23452
2080755.3	Isosphaeraceae bacterium GM2012
75379.4	Thiomonas intermedia K12
335541.7	Syntrophomonas wolfei subsp. wolfei str. Goettingen
1123509.3	Zooshikella ganghwensis DSM 15267
228908.8	Nanoarchaeum equitans Kin4-M
311458.9	Candidatus Caldiarchaeum subterraneum
372461.17	Buchnera aphidicola BCc
247481.63	Candidatus Cardinium hertigii cByotB1
1157490.3	Tumebacillus flagellatus strain GST4
2016505.5	Parenemella sanctibonifatiensis NML 160184
2079007.3	Candidatus Tokpelaia sp. JSC161
1235990.3	Halyomorpha halys symbiont
2608715.3	Mariprofundus sp. KV
1448132.3	Mycoplasma molare ATCC 27746
2044944.49	Sphingobacteriales bacterium strain Aved_18-Q3-R54-62_MAXAC.344
932004.5	uncultured Marinoscillum sp. strain AG-895-E03
2528828.5	bacterium (Candidatus Stahlbacteria) strain E29_bin14
1069448.9	Nitriliruptor alkaliphilus DSM 45188
2941511.3	Pumilibacter sp. CLA_AA_M10 Eubacteriales_fam_nov_CLA_AA_M10
1347891.3	Naumannella cuiyingiana strain DSM 103164
1295009.4	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
264732.11	Moorella thermoacetica ATCC 39073
867903.3	Thermaerobacter subterraneus DSM 13965
1261130.3	Wohlfahrtiimonas chitiniclastica SH04
2053306.72	Ignavibacteria bacterium strain H1_BAC2
378806.8	Stigmatella aurantiaca DW4/3-1 (Prj:54333)
2698684.3	Sinimarinibacterium sp. NLF-5-8
1191523.3	Melioribacter roseus P3M-2
515635.4	Dictyoglomus turgidum DSM 6724
1120989.3	Anaerobranca californiensis DSM 14826
191287.5	Mycoplasma zalophi CSL 4296
380394.4	Acidithiobacillus ferrooxidans ATCC 53993
2043164.24	Candidatus Sulfopaludibacter sp. SbA3 MaH-09apr19-49
2941513.3	Anaerocaecibacter sp. CLA_AA_M11 Eubacteriales_fam_nov_CLA_AA_M11
1471761.3	Novibacillus thermophilus strain SG-1
411474.92	Coprococcus eutactus ATCC 27759 strain FDAARGOS_1581
1517416.3	Idiomarina sp. MCCC 1A10513
2302661.3	Candidatus Electrothrix sp. AU1_5
478741.3	Verrucomicrobia bacterium LP2A
311403.8	Agrobacterium radiobacter K84
1304880.3	Caldicoprobacter oshimai DSM 21659
1090615.3	Nakamurella panacisegetis strain P4-7,KCTC 19426,CECT 7604
1410617.3	Ruminococcus sp. FC2018
2109911.10	Candidatus Amulumruptor caecigallinarius NALB_7821a_14
1161401.3	Maricaulis sp. JL2009
2507160.3	Aminipila sp. JN-39
410358.15	Methanocorpusculum labreanum Z
1208918.3	Candidatus Kinetoplastibacterium crithidii TCC036E
1301915.4	Methanocaldococcus sp. JH146
290397.18	Anaeromyxobacter dehalogenans 2CP-C
1414854.3	Candidatus Nucleicultrix amoebiphila FS5 strain FS5
216389.10	Dehalococcoides sp. BAV1
1776384.4	Emergencia timonensis strain AM07-24
2200854.3	Opitutae bacterium TARA_B100001123
743966.3	Mycoplasma bovoculi M165/69
2601646.3	Candidatus Sneabacter namystus strain 1621
583356.9	Ignisphaera aggregans DSM 17230
2795215.3	Brachybacterium sp. MASK1Z-5
240016.6	Verrucomicrobium spinosum DSM 4136
45361.3	Mycoplasma conjunctivae strain HRC/581
83771.33	Succinivibrio dextrinosolvens strain ASCUSBF53
1002870.3	Gaiella occulta strain F2-233
1335757.3	Spiribacter sp. UAH-SP71
1123242.3	Schlesneria paludicola DSM 18645
244328.199	uncultured Clostridia bacterium min17_bin58
862908.3	Bacteriovorax marinus SJ
1906605.3	Paenibacillaceae bacterium JTherm
2742965.10	Thalassolituus sp. ST750PaO-4
266117.10	Rubrobacter xylanophilus DSM 9941
749219.3	Moraxella catarrhalis RH4
2675777.3	Enterobacteriaceae endosymbiont of Donacia dentata strain DdentSym
471854.5	Dyadobacter fermentans DSM 18053
163359.11	Acidiferrobacter thiooxydans strain ZJ
511435.3	Candidatus Azobacteroides pseudotrichonymphae
696127.4	Candidatus Midichloria mitochondrii IricVA
297314.1191	uncultured Lachnospiraceae bacterium min17_bin08
