genome_id	genome_name	RepGen.200	RepGen.100	RepGen.50
1262697.336	Alistipes sp. CAG:53 clonal population	328813.45	2364787.3	2364787.3
1262697.340	Alistipes sp. CAG:53 clonal population	328813.45	2364787.3	2364787.3
1262697.342	Alistipes sp. CAG:53 clonal population	328813.45	2364787.3	2364787.3
1262697.343	Alistipes sp. CAG:53 clonal population	328813.45	2364787.3	2364787.3
1262708.32	Bacillus sp. CAG:988 clonal population	1930023.7	1262708.32	59620.1625
1262708.34	Bacillus sp. CAG:988 clonal population	1930023.7	1262708.34	59620.1625
1262708.40	Bacillus sp. CAG:988 clonal population	1340430.4	1262708.40	59620.2292
1262708.41	Bacillus sp. CAG:988 clonal population	1340430.4	1262708.41	59620.2292
1262708.42	Bacillus sp. CAG:988 clonal population	1340430.4	1262708.42	59620.2292
1262736.171	Bacteroides sp. CAG:144 clonal population	162156.283	487174.266	821.555
1262736.172	Bacteroides sp. CAG:144 clonal population	162156.283	487174.266	821.555
1262738.324	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.325	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.329	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.330	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.335	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.336	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.338	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.339	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.340	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.341	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.343	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.345	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.348	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.350	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.352	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.354	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.355	Bacteroides sp. CAG:20 clonal population	1262738.355	1262738.355	1262738.355
1262738.356	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262738.357	Bacteroides sp. CAG:20 clonal population	880074.29	487174.266	821.555
1262748.141	Bacteroides sp. CAG:709 clonal population	162156.24	162156.251	162156.24
1262748.142	Bacteroides sp. CAG:709 clonal population	162156.24	162156.251	162156.24
1262751.180	Bacteroides sp. CAG:770 clonal population	162156.24	162156.251	162156.24
1262754.65	Bacteroides sp. CAG:98 clonal population	821.555	821.555	821.555
1262754.66	Bacteroides sp. CAG:98 clonal population	821.555	821.555	821.555
1262754.67	Bacteroides sp. CAG:98 clonal population	821.555	821.555	821.555
1262754.68	Bacteroides sp. CAG:98 clonal population	821.555	821.555	821.555
1262759.10	Brachyspira sp. CAG:484 clonal population	221953.5	221953.5	59620.2332
1262761.306	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262761.307	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262761.308	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262761.309	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262761.310	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262761.311	Butyrivibrio sp. CAG:318 clonal population	1262761.101	28121.23	357809.8
1262768.85	Clostridium sp. CAG:1000 clonal population	1262768.28	1262768.85	1262768.85
1262775.808	Clostridium sp. CAG:138 clonal population	1262775.3	59620.1598	59620.1571
1262775.809	Clostridium sp. CAG:138 clonal population	1262775.3	59620.1598	59620.1571
1262775.811	Clostridium sp. CAG:138 clonal population	1262775.3	59620.1598	59620.1571
1262775.812	Clostridium sp. CAG:138 clonal population	1262775.3	59620.1598	59620.1571
1262775.813	Clostridium sp. CAG:138 clonal population	1262775.3	59620.1598	59620.1571
1262779.475	Clostridium sp. CAG:217 clonal population	1969568.3	142586.1767	142586.1763
1262784.180	Clostridium sp. CAG:245 clonal population	59620.2312	59620.2312	59620.1625
1262785.109	Clostridium sp. CAG:253 clonal population	2293046.3	1896984.3	357809.8
1262788.367	Clostridium sp. CAG:269 clonal population	59620.1673	59620.1673	59620.1625
1262791.92	Clostridium sp. CAG:288 clonal population	1262791.3	1262791.3	1262791.3
1262791.93	Clostridium sp. CAG:288 clonal population	1262791.3	1262791.3	1262791.3
1262793.528	Clostridium sp. CAG:302 clonal population	1262793.3	1262793.3	59620.1625
1262793.529	Clostridium sp. CAG:302 clonal population	1262793.3	1262793.3	59620.1625
1262793.535	Clostridium sp. CAG:302 clonal population	1262793.3	1262793.3	59620.1625
1262793.538	Clostridium sp. CAG:302 clonal population	1262793.3	1262793.3	59620.1625
1262793.545	Clostridium sp. CAG:302 clonal population	1262793.3	1262793.3	59620.1625
1262794.51	Clostridium sp. CAG:306 clonal population	1637507.4	1637507.4	1637507.4
1262794.53	Clostridium sp. CAG:306 clonal population	1637507.4	1637507.4	1637507.4
1262795.286	Clostridium sp. CAG:307 clonal population	1262795.3	1262795.3	2088.3
1262797.242	Clostridium sp. CAG:349 clonal population	1898207.1378	59620.1614	59620.1614
1262797.258	Clostridium sp. CAG:349 clonal population	1898207.1378	59620.1614	59620.1614
1262797.260	Clostridium sp. CAG:349 clonal population	1898207.1378	59620.1614	59620.1614
1262804.251	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.251	59620.2292
1262804.256	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.256	59620.2292
1262804.261	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.261	59620.2292
1262804.262	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.262	59620.2292
1262804.264	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.264	59620.2292
1262804.266	Clostridium sp. CAG:417 clonal population	1262804.53	1262804.266	59620.2292
1262806.138	Clostridium sp. CAG:433 clonal population	1262806.56	1262806.138	1262806.138
1262807.147	Clostridium sp. CAG:440 clonal population	59620.2302	59620.2302	59620.1625
1262807.148	Clostridium sp. CAG:440 clonal population	59620.2302	59620.2302	59620.1625
1262807.150	Clostridium sp. CAG:440 clonal population	59620.2302	59620.2302	59620.1625
1262809.205	Clostridium sp. CAG:451 clonal population	1262809.39	1262809.205	59620.2292
1262809.206	Clostridium sp. CAG:451 clonal population	1262809.45	1262809.206	59620.2292
1262810.31	Clostridium sp. CAG:452 clonal population	59620.2326	59620.1625	59620.1625
1262810.32	Clostridium sp. CAG:452 clonal population	59620.2326	59620.1625	59620.1625
1262810.34	Clostridium sp. CAG:452 clonal population	59620.2326	59620.1625	59620.1625
1262813.131	Clostridium sp. CAG:492 clonal population	1262813.42	59620.1704	1262813.131
1262815.186	Clostridium sp. CAG:508 clonal population	59620.1637	59620.2286	1870997.3
1262821.35	Clostridium sp. CAG:568 clonal population	112904.23	1262821.35	1262821.35
1262821.36	Clostridium sp. CAG:568 clonal population	112904.23	1262821.36	1262821.36
1262821.37	Clostridium sp. CAG:568 clonal population	112904.23	1262821.37	1262821.37
1262821.38	Clostridium sp. CAG:568 clonal population	112904.23	1262821.38	1262821.38
1262821.41	Clostridium sp. CAG:568 clonal population	112904.23	1262821.41	1262821.41
1262821.42	Clostridium sp. CAG:568 clonal population	112904.23	1262821.42	1262821.42
1262821.43	Clostridium sp. CAG:568 clonal population	112904.23	1262821.43	1262821.43
1262821.44	Clostridium sp. CAG:568 clonal population	112904.23	1262821.44	1262821.44
1262821.45	Clostridium sp. CAG:568 clonal population	112904.23	1262821.45	1262821.45
1262826.108	Clostridium sp. CAG:594 clonal population	1262826.28	1262826.108	59620.2292
1262827.57	Clostridium sp. CAG:609 clonal population	1262827.3	1262827.3	167967.16
1262829.114	Clostridium sp. CAG:628 clonal population	1262829.3	59620.2286	2049035.8
1262833.114	Clostridium sp. CAG:710 clonal population	59620.2292	59620.2292	59620.2292
1262834.35	Clostridium sp. CAG:715 clonal population	1906119.356	221953.5	59620.2332
1262835.24	Clostridium sp. CAG:729 clonal population	59620.2332	221953.5	59620.2332
1262836.240	Clostridium sp. CAG:75 clonal population	2293046.3	1896984.3	357809.8
1262839.83	Clostridium sp. CAG:780 clonal population	59620.2362	59620.2312	59620.1625
1262841.222	Clostridium sp. CAG:798 clonal population	59620.1625	59620.1625	59620.1625
1262848.72	Clostridium sp. CAG:964 clonal population	1262848.29	40518.2684	40518.2684
1262848.73	Clostridium sp. CAG:964 clonal population	1262848.29	40518.2684	40518.2684
1262848.74	Clostridium sp. CAG:964 clonal population	1262848.29	40518.2684	40518.2684
1262848.75	Clostridium sp. CAG:964 clonal population	1262848.29	40518.2684	40518.2684
1262865.32	Coraliomargarita sp. CAG:312 clonal population	1262865.32	1262866.3	1262866.3
1262882.608	Eubacterium sp. CAG:180 clonal population	1969565.3	142586.1763	142586.1763
1262882.615	Eubacterium sp. CAG:180 clonal population	1969565.3	142586.1763	142586.1763
1262882.617	Eubacterium sp. CAG:180 clonal population	1969565.3	142586.1763	142586.1763
1262882.618	Eubacterium sp. CAG:180 clonal population	1969565.3	142586.1763	142586.1763
1262884.717	Eubacterium sp. CAG:202 clonal population	2292352.3	40518.2684	40518.2684
1262884.733	Eubacterium sp. CAG:202 clonal population	2292352.3	40518.2684	40518.2684
1262884.734	Eubacterium sp. CAG:202 clonal population	2292352.3	40518.2684	40518.2684
1262884.737	Eubacterium sp. CAG:202 clonal population	2292352.3	40518.2684	40518.2684
1262884.738	Eubacterium sp. CAG:202 clonal population	2292352.3	40518.2684	40518.2684
1262889.718	Eubacterium sp. CAG:38 clonal population	1969608.3	166486.64	357809.8
1262891.91	Eubacterium sp. CAG:603 clonal population	165185.3	45851.758	45851.758
1262897.597	Faecalibacterium sp. CAG:74 clonal population	259315.14	259315.14	40518.2684
1262897.609	Faecalibacterium sp. CAG:74 clonal population	259315.14	259315.14	40518.2684
1262904.273	Mycoplasma sp. CAG:472 clonal population	167967.7	167967.11	59620.2292
1262904.281	Mycoplasma sp. CAG:472 clonal population	167967.7	167967.11	59620.2292
1262906.50	Mycoplasma sp. CAG:776 clonal population	1262906.31	1262906.50	1262906.50
1262907.283	Mycoplasma sp. CAG:877 clonal population	1879010.4435	1262907.283	2049035.8
1262912.26	Parabacteroides sp. CAG:2 clonal population	2292000.3	1627894.4	821.555
1262914.827	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.830	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.834	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.835	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.837	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.840	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.851	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.852	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.853	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.854	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.855	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.856	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.857	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262914.858	Phascolarctobacterium sp. CAG:207 clonal population	1122957.3	1122957.3	591001.3
1262924.312	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.312	28126.4
1262924.314	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.314	28126.4
1262924.316	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.316	28126.4
1262924.317	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.317	28126.4
1262924.319	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.319	28126.4
1262924.341	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.341	28126.4
1262924.342	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.342	28126.4
1262924.343	Prevotella sp. CAG:279 clonal population	1807756.72	1262924.343	28126.4
1262930.163	Prevotella sp. CAG:5226 clonal population	159272.334	1035197.3	28126.4
1262933.52	Prevotella sp. CAG:617 clonal population	1262933.52	1035197.3	28126.4
1262933.53	Prevotella sp. CAG:617 clonal population	1262933.53	1035197.3	28126.4
1262933.54	Prevotella sp. CAG:617 clonal population	1262933.54	1035197.3	28126.4
1262933.55	Prevotella sp. CAG:617 clonal population	1262933.55	1035197.3	28126.4
1262952.615	Ruminococcus sp. CAG:177 clonal population	41978.528	41978.528	40518.2684
1262952.616	Ruminococcus sp. CAG:177 clonal population	41978.528	41978.528	40518.2684
1262952.617	Ruminococcus sp. CAG:177 clonal population	41978.528	41978.528	40518.2684
1262952.618	Ruminococcus sp. CAG:177 clonal population	41978.528	41978.528	40518.2684
1262952.622	Ruminococcus sp. CAG:177 clonal population	41978.528	41978.528	40518.2684
1262969.103	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.103	1262969.103
1262969.104	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.104	1262969.104
1262969.105	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.105	1262969.105
1262969.107	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.107	1262969.107
1262969.108	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.108	1262969.108
1262969.114	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.114	1262969.114
1262969.115	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.115	1262969.115
1262969.117	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.117	1262969.117
1262969.121	Staphylococcus sp. CAG:324 clonal population	1262969.121	1262969.121	1262969.121
1262969.122	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.122	1262969.122
1262969.123	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.123	1262969.123
1262969.141	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.141	1262969.141
1262969.142	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.142	1262969.142
1262969.143	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.143	1262969.143
1262969.144	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.144	1262969.144
1262969.145	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.145	1262969.145
1262969.146	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.146	1262969.146
1262969.148	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.148	1262969.148
1262969.149	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.149	1262969.149
1262969.151	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.151	1262969.151
1262969.152	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.152	1262969.152
1262969.153	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.153	1262969.153
1262969.155	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.155	1262969.155
1262969.156	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.156	1262969.156
1262969.157	Staphylococcus sp. CAG:324 clonal population	2053494.102	1262969.157	1262969.157
1262970.192	Subdoligranulum sp. CAG:314 clonal population	512298.34	512298.34	512298.34
1262970.198	Subdoligranulum sp. CAG:314 clonal population	512298.34	512298.34	512298.34
1262970.199	Subdoligranulum sp. CAG:314 clonal population	512298.34	512298.34	512298.34
1262973.36	uncultured Succinatimonas clonal population	1262973.32	1262973.32	1410676.3
1262976.205	Sutterella sp. CAG:397 clonal population	1262976.205	286133.70	518.56
1262978.50	Tannerella sp. CAG:118 clonal population	2751153.3	2516961.3	821.555
1263037.131	Bacteroides caccae clonal population	818.1405	1627894.4	821.555
1263037.136	Bacteroides caccae clonal population	818.1405	821.555	821.555
1263037.138	Bacteroides caccae clonal population	818.1405	1627894.4	821.555
1263037.140	Bacteroides caccae clonal population	818.1405	821.555	821.555
1263037.142	Bacteroides caccae clonal population	818.1405	1627894.4	821.555
1263037.144	Bacteroides caccae clonal population	818.1405	1627894.4	821.555
1263037.147	Bacteroides caccae clonal population	818.1405	821.555	821.555
1263037.154	Bacteroides caccae clonal population	818.1405	1627894.4	821.555
1263037.155	Bacteroides caccae clonal population	818.1405	821.555	821.555
1263037.158	Bacteroides caccae clonal population	818.1405	821.555	821.555
1263043.52	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.53	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.54	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.55	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.59	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.65	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.66	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263043.67	Bacteroides eggerthii clonal population	46506.1623	821.555	821.555
1263052.62	Bacteroides plebeius clonal population	310297.42	310297.42	821.555
1263053.173	Bacteroides stercoris clonal population	46506.1623	821.555	821.555
1263053.175	Bacteroides stercoris clonal population	46506.1623	821.555	821.555
1263054.13	Bacteroides thetaiotaomicron clonal population	818.1405	821.555	821.555
1263054.16	Bacteroides thetaiotaomicron clonal population	818.1405	821.555	821.555
1263079.1100	Eubacterium rectale clonal population	1339173.4	2049040.8	45851.758
1263080.329	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.330	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.331	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.333	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.335	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.337	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.338	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.339	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263080.340	Eubacterium siraeum clonal population	142586.28	142586.28	142586.28
1263095.64	Paraprevotella clara clonal population	454155.86	454154.717	28126.4
1263095.65	Paraprevotella clara clonal population	454155.86	454154.717	28126.4
1263095.67	Paraprevotella clara clonal population	454155.86	454154.717	28126.4
1263095.68	Paraprevotella clara clonal population	454155.86	454154.717	28126.4
1263095.69	Paraprevotella clara clonal population	454155.86	454154.717	28126.4
1263103.66	Prevotella stercorea clonal population	159272.844	1127699.3	28126.4
1263103.67	Prevotella stercorea clonal population	159272.844	1127699.3	28126.4
1263111.170	Sutterella wadsworthensis clonal population	40545.1270	286133.70	518.56
1263111.171	Sutterella wadsworthensis clonal population	40545.1270	286133.70	518.56
1263111.174	Sutterella wadsworthensis clonal population	40545.1270	286133.70	518.56
1268240.100	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.101	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.105	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.106	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.108	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.109	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.110	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.111	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.112	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.113	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.114	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.115	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.117	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.118	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.123	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.127	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.128	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.91	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.92	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.93	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.94	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1268240.96	Bacteroides cellulosilyticus clonal population	1347393.5	1627894.4	821.555
1313.35736	Streptococcus pneumoniae clonal population	1308.1149	1314.2925	1314.2925
1313.35737	Streptococcus pneumoniae clonal population	1308.1149	1314.2925	1314.2925
1313.35738	Streptococcus pneumoniae clonal population	1308.1149	1314.2925	1314.2925
1339271.12	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339275.18	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339275.19	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339279.12	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339287.17	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339287.18	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339287.20	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339287.22	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339287.23	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339291.10	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339298.17	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339314.32	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339314.33	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339314.34	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339314.35	Bacteroides fragilis clonal population	817.356	821.555	821.555
1339346.50	Bacteroides ovatus clonal population	818.1405	821.555	821.555
1406512.21	Candidatus Methanomassiliicoccus clonal population	1406512.16	1406512.16	1406512.16
142586.2078	Eubacterium sp. strain clonal population	515620.4	515620.4	357809.8
142586.2081	Eubacterium sp. strain clonal population	515620.4	515620.4	357809.8
142586.2085	Eubacterium sp. strain clonal population	515620.4	515620.4	357809.8
142586.2086	Eubacterium sp. strain clonal population	515620.4	515620.4	357809.8
1472416.82	Butyricimonas faecihominis clonal population	544645.10	1637502.3	1459803.3
1472416.84	Butyricimonas faecihominis clonal population	544645.10	1637502.3	1459803.3
1472416.88	Butyricimonas faecihominis clonal population	544645.10	1637502.3	1459803.3
1500547.60	uncultured Succiniclasticum clonal population	1500547.3	1500547.3	591001.3
154288.100	Turicibacter sanguinis clonal population	154288.73	154288.73	1631346.7
1550024.456	Ruthenibacterium lactatiformans clonal population	2302963.3	1917873.3	2302963.3
159272.1002	uncultured Prevotella clonal population	159272.334	1035197.3	28126.4
159272.1008	uncultured Prevotella clonal population	2479840.3	862515.4	28126.4
159272.1009	uncultured Prevotella clonal population	159272.334	1035197.3	821.555
159272.1012	uncultured Prevotella clonal population	817.636	1035197.3	821.555
159272.1014	uncultured Prevotella clonal population	2479840.3	862515.4	28126.4
