genome_id	genome_name	score
1075417.3	Catalinimonas alkaloidigena strain DSM 25186	82
2840936.3	Candidatus Scatousia excrementipullorum BRZ_S__bin182	82
479436.6	Veillonella parvula DSM 2008	82
2675777.3	Enterobacteriaceae endosymbiont of Donacia dentata strain DdentSym	82
290397.18	Anaeromyxobacter dehalogenans 2CP-C	81
208964.12	Pseudomonas aeruginosa PAO1	81
1578199.4	Brevibacillus sp. SYP-B805	81
2852100.3	Candidatus Phytoplasma sp. AldY-WA1	80
1638221.3	Thermococcus sp. 21S7 strain not applicable	80
2948573.3	Peptoniphilus sp. SAHP1	80
1858795.3	Thermobacillus sp. ZCTH02-B1 strain ZCTH02-B1	79
349520.5	Paenibacillus polymyxa E681	78
107806.10	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	78
2607614.9	Tissierella pigra strain MSJ-22	78
1453500.3	Schleiferia thermophila str. Yellowstone	77
1176533.3	Luteimonas sp. Gr-4	77
2937801.4	Conexibacter sp. DBS9H8	77
670487.3	Oceanithermus profundus DSM 14977	77
1663685.3	Pedobacter sp. BMA	77
243230.17	Deinococcus radiodurans R1	77
262316.17	Mycobacterium avium subsp. paratuberculosis K-10	77
1428644.3	Streptomyces gilvigriseus strain MUSC 26	76
885272.3	Jonquetella anthropi DSM 22815	76
2698684.3	Sinimarinibacterium sp. NLF-5-8	75
1082479.3	Limimonas halophila strain DSM 25584	75
653733.4	Desulfurispirillum indicum S5	75
1929292.5	Nevskia sp. strain HOG36	75
1345117.3	Candidatus Annandia pinicola strain Ad13-065	75
2732067.3	Nitrosomonadales bacterium 0125_3	75
2847991.4	Geomonas nitrogeniifigens RG29	75
471854.5	Dyadobacter fermentans DSM 18053	75
1122175.4	Leucobacter chironomi DSM 19883	74
2941513.3	Anaerocaecibacter sp. CLA_AA_M11 Eubacteriales_fam_nov_CLA_AA_M11	74
2819258.8	Candidatus Saccharicenans sp. A05DMB19	74
142586.2329	Eubacterium sp. UW_TS_EUB1_3	74
2840932.3	Candidatus Scatoplasma merdavium BRZ_KK__bin21	73
1392491.3	Ruminococcaceae bacterium AE2021	73
1632864.5	Planctomyces sp. SH-PL14	73
1256050.5	uncultured Porticoccus sp. strain 0.2_20180412_Bin_139_sub_1	73
478801.5	Kytococcus sedentarius DSM 20547	73
148604.19	Lactobacillus ingluviei strain An777	72
1217720.3	Roseomonas sp. B5	72
880071.3	Flexibacter litoralis DSM 6794	71
190192.8	Methanopyrus kandleri AV19	71
2024824.23	Balneola sp. strain HXMU1420-1	71
1002870.3	Gaiella occulta strain F2-233	71
155866.6	Weissella soli strain KACC 11848	71
504728.6	Meiothermus ruber DSM 1279	70
1189303.13	Candidatus Sulcia muelleri PSPU	70
1121902.6	Eisenibacter elegans DSM 3317	70
1963835.3	Rhodospirillales bacterium B29T1 strain B29T1	70
36870.6	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	70
2163959.4	Candidatus Carbobacillus altaicus strain Bu53	70
311403.8	Agrobacterium radiobacter K84	70
2044594.17	Candidatus Delongbacteria bacterium strain HK-STAS-DELO-1	70
317013.84	Xanthomonas phaseoli pv. phaseoli ATCC 49119	70
913107.6	Pelolinea submarina strain DSM 23923	70
2666341.5	Candidatus Methanofastidiosum sp. strain Go_SlDig_bin_403	69
2675797.3	Enterobacteriaceae endosymbiont of Plateumaris sericea strain PserSym	69
1384638.4	Aridibacter famidurans mag.1	69
1872664.5	Austwickia sp. strain Hirt_18-Q3-R61-65_BAT3C.202	69
465721.9	Steroidobacter denitrificans strain DSM 18526	69
450851.6	Phenylobacterium zucineum HLK1	69
1519464.4	Chlorobium sp. GBChlB	69
877466.33	Thermoflexus hugenholtzii JAD2 TH-11nov19-82	69
641510.7	Oceanisphaera arctica strain KCTC 23013	69
1313421.4	Aureispira sp. CCB-QB1	69
1307761.3	Spirochaeta sp. L21-RPul-D2	69
2024848.4	Parvibaculum sp. strain EAC77	69
1653831.32	Blattabacterium cuenoti strain ECTOBIsp	68
1301915.4	Methanocaldococcus sp. JH146	68
1048339.7	Sporichthya polymorpha DSM 43042	68
2709429.4	Buchnera aphidicola (Periphyllus lyropictus) Pl-LLN	68
410358.15	Methanocorpusculum labreanum Z	68
2030824.23	Phycisphaera sp. strain RI_382	68
391009.9	Thermosipho melanesiensis BI429	68
1962911.3	Bryobacter sp. strain CoA8 C33	67
1121020.3	Arthrobacter sanguinis DSM 21259	67
2072845.3	Endozoicomonas sp. OPT23	67
1712261.7	Pyruvatibacter mobilis strain CGMCC 1.15125	67
1008392.4	Chitinispirillum alkaliphilum strain ACht6-1	67
742816.3	Megamonas funiformis YIT 11815	66
300852.9	Thermus thermophilus HB8	66
1313171.3	Ilumatobacter nonamiense YM16-303	66
367737.6	Arcobacter butzleri RM4018	66
2764326.3	Fusobacterium sp. NSJ-57	66
644383.5	Thermosporothrix hazakensis strain SK20-1	65
1463821.3	Glycomyces sp. NRRL B-16210	65
1501.7	Clostridium pasteurianum strain GL11	65
2704250.3	Candidatus Roseilinea sp. NK_OTU-006	65
680646.3	Rothia mucilaginosa DY-18	65
174633.148	Candidatus Kuenenia stuttgartiensis MoH-02may19-292	64
2675790.3	Enterobacteriaceae endosymbiont of Macroplea appendiculata strain MappSym	64
2569760.3	Terrabacteria group bacterium ANGP1 strain NP_1	64
2614248.5	Ardenticatenales bacterium strain Aved_18-Q3-R54-62_BATAC.767	64
1304880.3	Caldicoprobacter oshimai DSM 21659	64
372461.17	Buchnera aphidicola BCc	63
2043164.24	Candidatus Sulfopaludibacter sp. SbA3 MaH-09apr19-49	63
2579976.3	Firmicutes bacterium CS-1	63
1321371.13	Holospora undulata HU1	62
1259198.3	Cryobacterium sp. Sr39	62
1653831.24	Blattabacterium cuenoti strain MEDIASdel	62
2491047.3	Fretibacterium sp. OH1220_COT-178	62
1736511.3	Rhizobacter sp. Root29	62
1075399.3	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	61
1236689.6	Candidatus Methanomethylophilus alvus Mx1201	61
478741.3	Verrucomicrobia bacterium LP2A	61
243273.25	Mycoplasma genitalium G37	61
887898.3	Lautropia mirabilis ATCC 51599	61
2014296.3	bacterium (Candidatus Stahlbacteria) CG23_combo_of_CG06-09_8_20_14_all_40_9	61
1817954.8	uncultured Candidatus Hydrogenedens sp. strain AG-470-J09	61
1298851.4	Thermosulfidibacter takaii ABI70S6	61
1056817.3	Teredinibacter turnerae T8602	61
1120989.3	Anaerobranca californiensis DSM 14826	60
2341113.3	Guyparkeria sp. SCN-R1	60
1122218.3	Meganema perideroedes DSM 15528	60
933949.25	Brockia lithotrophica strain AL31	60
224999.3	Tepidanaerobacter syntrophicus strain JL	60
2795215.3	Brachybacterium sp. MASK1Z-5	60
1936025.3	Kiloniella sp. M146.1 strain M146.1	60
1214225.3	Acidocella sp. MX-AZ02	60
2746921.3	Puniceicoccaceae bacterium Marseille-Q1082	60
2807629.10	Desulfuromonas sp. CSMB_57	59
1008308.3	Fusibacter tunisiensis strain DSM 24436	59
690566.3	Sphingobium chlorophenolicum L-1	59
1776384.4	Emergencia timonensis strain AM07-24	59
2849650.10	Salsipaludibacter albus AS10	59
403833.7	Petrotoga mobilis SJ95	59
390333.7	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	59
86177.10	Halomonas utahensis strain DSM 3051	59
2294035.3	Halomicronema excentricum str. Lakshadweep	59
1274.3	Dermacoccus nishinomiyaensis strain M25	59
2840784.4	Candidatus Enteromonas pullicola BRZ_PK__bin25	58
2602574.15	Candidatus Aquarickettsia rohweri strain Acer BE 8867	58
1902245.3	Nakamurella sp. s14-144 strain S14-144	58
131112.72	Arcanobacterium phocae strain IN-5A	58
2528007.3	Planctomycetes bacterium Pla110	57
255719.3	Buchnera aphidicola (Chaitophorus populeti) strain CpopBac	57
2928472.3	Acuticoccus sp. I52.16.1	57
2824558.3	Ideonella sp. WA131b	57
2565273.3	Candidatus Defluviicoccus seviourii	57
1658671.4	Arsenicicoccus sp. oral taxon 190 strain F0371	57
688867.3	Ohtaekwangia koreensis strain DSM 25262	57
194439.7	Chlorobium tepidum TLS	57
651182.5	Desulfobacula toluolica Tol2	56
114.15	Gemmata obscuriglobus strain DSM 5831	56
869212.3	Turneriella parva DSM 21527	56
264732.11	Moorella thermoacetica ATCC 39073	56
2884263.3	Aquihabitans sp. Kera 3	56
2717857.6	Vampirovibrio sp. DET50b	55
2608089.5	Ekhidna sp. strain SP5BCY1	55
2587115.3	Rhizomicrobium sp. SG733	55
927661.3	Cryptosporangium arvum DSM 44712	55
2722752.3	Iamia sp. SCSIO 61187	55
2231116.15	Tenericutes bacterium strain zrk2	55
167546.4	Prochlorococcus marinus str. MIT 9301	55
1122189.3	Malonomonas rubra DSM 5091	55
1566284.3	Bacillus sp. NFR08	54
1151118.3	Arthrobacter sp. 161MFSha2.1	54
1312852.3	Thermoanaerobaculum aquaticum strain MP-01	54
2941511.3	Pumilibacter sp. CLA_AA_M10 Eubacteriales_fam_nov_CLA_AA_M10	54
1379858.3	Mucispirillum schaedleri ASF457	54
1317117.6	Oceanococcus atlanticus strain 22II-S10r2	54
1670830.3	Egicoccus halophilus strain EGI 80432	54
939857.3	SAR406 cluster bacterium SCGC AAA298-D23	54
349741.6	Akkermansia muciniphila ATCC BAA-835	54
75379.4	Thiomonas intermedia K12	54
879308.3	Peptoniphilus sp. oral taxon 375 str. F0436	54
2715251.13	Candidatus Paceibacter sp. strain BE2012_5_45_13	53
1410383.3	symbiont bacterium UwTKB of Urostylis westwoodii	53
521045.3	Kosmotoga olearia TBF 19.5.1	53
698968.3	Corynebacterium diphtheriae HC02	53
2382161.3	Halocella sp. SP3-1	53
84022.6	Clostridium aceticum strain DSM 1496	53
2527989.3	Planctomycetes bacterium CA12	53
634113.3	Arsenophonus symbiont of Lipoptena fortisetosa strain CB	53
1227546.3	Membranicola marinus strain DP5N28-2	53
673862.3	delta proteobacterium BABL1	53
2419771.3	Gryllotalpicola sp. 2DFW10M-5	53
1163408.3	Rhodanobacter fulvus Jip2	53
2040290.3	Helcococcus sp. Marseille-P4590	52
1096341.3	Fonticella tunisiensis strain DSM 24455	52
2483795.5	Brevibacterium sp. S111	52
1415780.3	Algiphilus aromaticivorans DG1253	52
98785.40	Buchnera aphidicola (Aphis gossypii) KR	52
1134406.9	Ornatilinea apprima strain P3M-1	52
767452.9	Serinicoccus chungangensis strain CD08_5	52
243090.15	Rhodopirellula baltica SH 1	51
2720780.3	Candidatus Adamsella avium strain Chicken_20_mag_183	51
264462.9	Bdellovibrio bacteriovorus HD100	51
229919.9	Anaerolinea thermolimosa strain IMO-1	51
592015.5	Anaerobaculum hydrogeniformans ATCC BAA-1850	51
1455061.4	Candidatus Magnetobacterium sp. MYR-1	51
2601677.3	Chloroflexi bacterium 3753O	51
1655435.4	Serinibacter sp. K3-2	51
2185103.3	Elioraea sp. bin.267	51
2687299.4	Candidatus Vondammii sp. HM_W22	51
2527983.3	Planctomycetes bacterium Pan44	51
699246.3	Clostridiales genomosp. BVAB3 str. UPII9-5	51
2742204.3	Methyloligella sp. GL2	51
2182787.3	Salinisphaeraceae bacterium OUC007	50
1885344.4	Rubrivirga sp. strain SW42617_bin_3	50
1712378.5	Epulopiscium sp. SCG-C07WGA-EpuloA2 strain SCG-C07WGA-EpuloA2	50
272633.4	Mycoplasma penetrans HF-2	50
1123256.3	Singularimonas variicoloris DSM 15731	50
655811.4	Anaerococcus vaginalis ATCC 51170	50
334413.6	Finegoldia magna ATCC 29328	50
690879.6	Terrimicrobium sacchariphilum strain NM-5	50
46159.3	Actinomadura coerulea strain DSM 43675	49
2586642.3	Desulfobotulus sp. PAR22N	49
1314958.3	Parachlamydiaceae bacterium HS-T3	49
2613842.3	Wenzhouxiangella sp. W260	49
1069448.9	Nitriliruptor alkaliphilus DSM 45188	49
1423811.3	Lactobacillus tucceti DSM 20183	49
258723.4	Marinilactibacillus piezotolerans strain Marseille-P2378	49
1379698.3	candidate division ZIXI bacterium RBG-1	49
1347891.3	Naumannella cuiyingiana strain DSM 103164	49
2919927.4	Agrococcus sp. ARC_14	49
2030824.25	Phycisphaera sp. strain HK-STAS-PLAN-4	49
880072.3	Desulfobacca acetoxidans DSM 11109	48
1517416.3	Idiomarina sp. MCCC 1A10513	48
360911.3	Exiguobacterium sp. AT1b	48
1291737.4	Lactobacillus otakiensis JCM 15040	48
59748.8	Candidatus Phytoplasma australiense	48
1443941.6	Acinetobacter gandensis strain CCUG 68482	48
1660198.3	Dermacoccaceae bacterium C5-26	48
1962908.24	Gemmatimonas sp. strain M145S2SP1A63QC	48
169963.11	Listeria monocytogenes EGD-e	48
595671.3	Amnibacterium kyonggiense strain DSM 24782	48
1156913.3	Amycolatopsis orientalis HCCB10007	48
1123242.3	Schlesneria paludicola DSM 18645	47
1188247.3	Rhodothalassium salexigens DSM 2132	47
1157490.3	Tumebacillus flagellatus strain GST4	47
96561.5	Desulfococcus oleovorans Hxd3	47
290633.11	Gluconobacter oxydans 621H	47
496831.5	Thermovorax subterraneus DSM 21563	47
2021391.398	Flavobacteriales bacterium strain M30B58	47
191287.5	Mycoplasma zalophi CSL 4296	47
763993.3	Pseudokineococcus lusitanus strain CECT 7306	46
1852017.4	Rhodobacteraceae bacterium MA-7-27	46
398773.6	Methylohalomonas lacus HMT 1	46
374463.5	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	46
525903.6	Thermanaerovibrio acidaminovorans DSM 6589	46
2026735.213	Deltaproteobacteria bacterium strain AP2	46
1315998.3	Buchnera aphidicola (Thelaxes californica) strain Tca	45
159087.6	Dechloromonas aromatica RCB	45
2864218.10	Candidatus Profftia sp. (ex Adelges kitamiensis) Adelges kitamiensis 18-608	45
713887.8	Candidatus Atelocyanobacterium thalassa isolate ALOHA	45
216389.10	Dehalococcoides sp. BAV1	45
1196417.3	Milkweed yellows phytoplasma str. MW1	45
1298860.3	Microbacterium sp. URHA0036	45
418701.3	Litoricola lipolytica strain IMCC 1097	45
1325564.10	Nitrospira japonica FI88_42_154	45
1382306.3	Thermogemmatispora sp. PM5	45
1265507.3	Succinimonas amylolytica DSM 2873	45
1878935.3	Buchnera aphidicola (Cinara confinis)	45
1193620.3	Niveibacterium umoris strain DSM 106739	45
1761012.6	Peptococcaceae bacterium DCMF	45
1594731.4	Candidatus Westeberhardia cardiocondylae strain obscurior	44
1324935.3	Limisphaera ngatamarikiensis strain NGM72.4	44
9.55	Buchnera aphidicola strain BCifornacula	44
872965.10	Ardenticatena maritima strain 110S	44
2016530.3	Bacteroidetes bacterium SPSPC-11	44
191863.3	Chthoniobacter flavus strain DSM 22515	44
2045207.3	Salipaludibacillus sp. KQ-12	44
1914870.3	Kordiimonadales bacterium IMCC3096	44
1510150.4	Permianibacter aggregans strain DSM 103792	44
1168169.3	Methylomonas sp. 11b	44
1158345.3	Persephonella sp. KM09-Lau-8	44
2796927.3	Gelria sp. Kuro-4	43
267377.15	Methanococcus maripaludis S2	43
1653831.38	Blattabacterium cuenoti strain CARBpar	43
2749086.3	Hyphobacterium sp. CCMP332	43
2049039.65	Phascolarctobacterium sp. strain L2_037_000M1_dasL2_037_000M1_concoct_88	43
234826.6	Anaplasma marginale str. St. Maries	43
984262.3	Saprospira grandis str. Lewin	43
177416.18	Francisella tularensis subsp. tularensis SCHU S4	42
2593304.3	Quadrisphaera sp. DD2A	42
36868.4	Wigglesworthia glossinidia endosymbiont of Glossina morsitans	42
1867258.4	Candidatus Methanomethylicus mesodigestum strain V2	42
2654184.5	Candidatus Hydrogenedens sp. strain RI_113	42
1448929.4	Candidatus Fervidibacter sacchari PD1	42
1247024.12	Arsenophonus endosymbiont clonal population	42
658266.3	uncultured Anaeroplasmataceae bacterium strain MGBC104323	42
2817381.3	Patulibacter sp. SYSU D01012	42
2080755.3	Isosphaeraceae bacterium GM2012	42
1090615.3	Nakamurella panacisegetis strain P4-7,KCTC 19426,CECT 7604	42
220137.81	uncultured Mollicutes bacterium min17_bin64	42
2614248.12	Ardenticatenales bacterium strain HK-STAS-CHLO-8	42
2715251.4	Candidatus Paceibacter sp. strain bin98o	41
378806.8	Stigmatella aurantiaca DW4/3-1 (Prj:54333)	41
309807.25	Salinibacter ruber DSM 13855	41
1643335.5	Marinitoga sp. 1154	41
1336245.3	Carnimonas nigrificans ATCC BAA-78	41
1720083.4	Lactobacillus sp. HSLZ-75	41
1911683.3	Tenericutes bacterium MZ-XQ	41
2016505.5	Parenemella sanctibonifatiensis NML 160184	41
349750.3	Sneathiella chinensis strain LMG23452	41
246194.6	Carboxydothermus hydrogenoformans Z-2901	41
1266370.3	Nitrospina gracilis 3/211	41
1274402.6	Candidatus Hepatobacter penaei strain NHPB	41
1736408.3	Nocardioides sp. Soil774	40
1105114.3	Rickettsia montanensis str. OSU 85-930	40
289376.4	Thermodesulfovibrio yellowstonii DSM 11347	40
1123509.3	Zooshikella ganghwensis DSM 15267	40
64091.14	Halobacterium sp. NRC-1	40
1958892.5	Oceanococcus sp. strain MS8	40
36849.5	Oxobacter pfennigii strain DSM 3222	40
1041809.3	Candidatus Arthromitus sp. SFB-mouse-Yit	40
2721147.3	Candidatus Protoclostridium gallicola strain Chicken_24_mag_120	39
262719.5	Mycoplasma hyopneumoniae J	39
203119.11	Clostridium thermocellum ATCC 27405	39
2073117.236	Anaerolineales bacterium strain HK-STAS-CHLO-43	39
1241859.3	Buchnera aphidicola (Hyadaphis tataricae) strain Hta	39
1986204.3	Anaerolineaceae bacterium CAMBI-1 strain CAMBI-1	39
552396.3	Erysipelotrichaceae bacterium 5_2_54FAA	39
69895.3	Tindallia magadiensis strain Z-7934	39
1898207.3493	Clostridiales bacterium strain MGYG-HGUT-01506	39
2802285.4	Candidatus Hepatincola sp. Av	39
1118964.8	Mycoplasma hyorhinis SK76	39
349163.14	Acidiphilium cryptum JF-5	39
1405291.3	Mesotoga sp. Brook.08.YT.4.2.5.2.	39
227377.7	Coxiella burnetii RSA 493	39
112248.3	Seinonella peptonophila strain DSM 44666	39
483423.4	Estrella lausannensis strain CRIB-30	38
2608715.3	Mariprofundus sp. KV	38
1437425.3	Criblamydia sequanensis CRIB-18	38
2024856.6	Roseibacillus sp. strain SP127	38
2663809.3	Nordella sp. OAE833	38
980251.5	Mariniblastus fucicola strain FC18	38
562970.4	Kyrpidia tusciae DSM 2912	38
1267005.3	Hyphomicrobium zavarzinii ATCC 27496	38
926569.3	Anaerolinea thermophila UNI-1	38
