genome_id	genome.genome_name
1157951.4	Providencia stuartii MRSN 2154
657313.3	Ruminococcus torques L2-14
1311.3031	Streptococcus agalactiae strain NGBS976
176280.10	Staphylococcus epidermidis ATCC 12228
312309.11	Vibrio fischeri ES114
177416.18	Francisella tularensis subsp. tularensis SCHU S4
195103.10	Clostridium perfringens ATCC 13124
160488.4	Pseudomonas putida KT2440
402612.5	Flavobacterium psychrophilum JIP02/86
169963.11	Listeria monocytogenes EGD-e
105219.7	Ralstonia mannitolilytica strain MRY14-0246
349741.6	Akkermansia muciniphila ATCC BAA-835
520461.7	Brucella pinnipedialis B2/94
36809.5	Mycobacterium abscessus strain ATCC 19977
862514.3	Pediococcus acidilactici DSM 20284
1076550.3	Pantoea rwandensis ND04
1413510.3	Staphylococcus aureus C0673
388919.9	Streptococcus sanguinis SK36
698968.3	Corynebacterium diphtheriae HC02
871585.3	Acinetobacter calcoaceticus PHEA-2
435591.13	Parabacteroides distasonis ATCC 8503
561229.3	Dickeya zeae Ech1591
331636.3	Chlamydophila psittaci 6BC
28090.161	Acinetobacter lwoffii P134B
445974.6	Clostridium ramosum DSM 1402
362948.14	Lactobacillus salivarius UCC118
74704.5	Staphylococcus cohnii subsp. cohnii strain 532
312153.5	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1
1852017.4	Rhodobacteraceae bacterium MA-7-27
2587855.3	Sulfitobacter sp. THAF37
213554.3	Halomonas campaniensis strain LS21
43662.8	Pseudoalteromonas piscicida strain S2040
309807.25	Salinibacter ruber DSM 13855
411461.4	Dorea formicigenerans ATCC 27755
668336.12	Aggregatibacter actinomycetemcomitans D11S-1
367737.6	Arcobacter butzleri RM4018
491915.6	Anoxybacillus flavithermus WK1
278197.12	Pediococcus pentosaceus ATCC 25745
1298860.3	Microbacterium sp. URHA0036
479437.5	Eggerthella lenta DSM 2243
457425.27	Streptomyces albus J1074
443906.13	Clavibacter michiganensis subsp. michiganensis NCPPB 382
1127131.3	Weissella confusa LBAE C39-2
745277.3	Rahnella aquatilis CIP 78.65 = ATCC 33071
167546.4	Prochlorococcus marinus str. MIT 9301
53345.35	Enterococcus durans strain NCTC8130
1370122.3	Rhizobium undicola ORS 992 = ATCC 700741
349520.5	Paenibacillus polymyxa E681
483216.6	Bacteroides eggerthii DSM 20697
458233.11	Macrococcus caseolyticus JCSC5402
203123.7	Oenococcus oeni PSU-1
2743.3	Marinobacter hydrocarbonoclasticus ATCC 49840
1171377.3	Bibersteinia trehalosi USDA-ARS-USMARC-192
1151118.3	Arthrobacter sp. 161MFSha2.1
681645.3	Corynebacterium pseudotuberculosis C231
1736307.3	Rhodococcus sp. Leaf247
675817.3	Photobacterium damselae subsp. damselae CIP 102761
411483.3	Faecalibacterium prausnitzii A2-165
218495.5	Streptococcus uberis 0140J
702459.3	Bifidobacterium bifidum PRL2010
471472.4	Chlamydia trachomatis 434/Bu
247156.8	Nocardia farcinica IFM 10152
67385.5	Streptomyces xanthophaeus strain NRRL B-5414
38313.12	Shewanella algae strain MARS 14
648999.4	Micromonospora sp. L5
2231648.3	Vibrio sp. G62
1160718.3	Streptomyces auratus AGR0001
1380367.3	Sulfitobacter sp. 20_GPM-1509m
2785325.3	Pseudomonas sp. N040
376686.10	Flavobacterium johnsoniae UW101
227882.9	Streptomyces avermitilis MA-4680
398578.5	Delftia acidovorans SPH-1
757424.7	Herbaspirillum seropedicae SmR1
1076934.5	Streptococcus lutetiensis 033
1736291.3	Curtobacterium sp. Leaf183
1552123.3	Listeriaceae bacterium FSL A5-0281
211586.12	Shewanella oneidensis MR-1
306263.5	Campylobacter lari RM2100
1216967.6	Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535 [PRJNA199489]
749219.3	Moraxella catarrhalis RH4
29447.3	Xanthomonas albilineans strain GPE PC73
1292.261	Staphylococcus warneri AMY 11.1.2
335284.6	Psychrobacter cryohalolentis K5
216594.6	Mycobacterium marinum M
690566.3	Sphingobium chlorophenolicum L-1
361575.7	Arthrobacter phenanthrenivorans SWC37
334390.5	Lactobacillus fermentum IFO 3956
190304.8	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
266264.9	Cupriavidus metallidurans CH34
487521.10	Mycobacterium intracellulare ATCC 13950
1270.256	Micrococcus luteus strain MT1691313
387344.15	Lactobacillus brevis ATCC 367
257314.6	Lactobacillus johnsonii NCC 533
1276755.3	Acidovorax sp. JHL-3
42234.21	Streptomyces acidiscabies strain NCPPB 4445
246196.19	Mycobacterium smegmatis str. MC2 155
33038.12	"[Ruminococcus] gnavus"
693978.3	Riemerella anatipestifer ATCC 11845 = DSM 15868
160492.11	Xylella fastidiosa 9a5c
498217.4	Edwardsiella tarda EIB202
573569.4	Francisella sp. TX077308
543728.3	Variovorax paradoxus S110
391037.6	Salinispora arenicola CNS-205
40520.95	Blautia obeum strain AM34-12
985054.3	Ruegeria halocynthiae strain MOLA R1/13b
565655.4	Enterococcus casseliflavus EC20
1105114.3	Rickettsia montanensis str. OSU 85-930
1123519.7	Pseudomonas stutzeri DSM 10701
272634.6	Mycoplasma pneumoniae M129
2892440.3	Staphylococcus sp. CCM 9025
1581050.4	Corynebacterium sp. HMSC04H06
431947.7	Porphyromonas gingivalis ATCC 33277
411475.3	Flavonifractor plautii ATCC 29863
1120925.3	Acinetobacter bouvetii DSM 14964 = CIP 107468 [PRJNA201594]
132474.18	Streptomyces rimosus subsp. rimosus
883126.3	Massilia timonae CCUG 45783
2851888.3	Streptomyces sp. J2-1
378753.5	Kocuria rhizophila DC2201
317936.3	Nostoc sp. PCC 7107
205914.11	Haemophilus somnus 129PT
290633.11	Gluconobacter oxydans 621H
192952.21	Methanosarcina mazei Go1
2502191.3	Pseudomonas sp. 2FG
29385.56	Staphylococcus saprophyticus strain 772_SSAP
1238.86	Piscirickettsia salmonis A1-15972
426355.14	Methylobacterium radiotolerans JCM 2831
279238.18	Novosphingobium aromaticivorans DSM 12444
1205908.3	Vibrio breoganii 1C10
1736406.3	Rhodanobacter sp. Soil772
644076.3	Silicibacter sp. TrichCH4B
1732020.3	Arthrobacter sp. Edens01
675813.3	Vibrio metschnikovii CIP 69.14
1301098.3	Pseudomonas knackmussii B13
419610.10	Methylobacterium extorquens PA1
227377.7	Coxiella burnetii RSA 493
1208314.3	Gordonia namibiensis NBRC 108229
163908.3	Anabaena sp. PCC 7108
658083.3	Lachnospiraceae bacterium 6_1_63FAA
1487956.3	Corynebacterium sp. ATCC 6931
196627.13	Corynebacterium glutamicum ATCC 13032 (Prj:307)
1346.30	Streptococcus iniae strain YSFST01-82
1196095.8	Gilliamella apicola strain wkB1
1033731.3	Alistipes sp. JC136
1194088.4	Halorubrum sp. T3
589873.3	Alteromonas australica strain H17
1150864.3	Micromonospora lupini str. Lupac 08
179408.3	Oscillatoria nigro-viridis PCC 7112
1397530.3	Labrenzia sp. C1B10
1077144.3	Dietzia alimentaria 72
1737424.64	Blautia massiliensis strain MSK.13.24
1423323.5	Flavobacterium sp. AED
93064.15	Sphingomonas koreensis strain KCTC 2883 strain not collected
318167.14	Shewanella frigidimarina NCIMB 400
1196094.4	Snodgrassella alvi wkB2
565034.3	Brachyspira hyodysenteriae WA1
1235798.3	Dorea sp. 5-2
1028800.3	Neorhizobium galegae bv. orientalis str. HAMBI 540
1284.6	Staphylococcus hyicus ATCC 11249
272632.4	Mycoplasma mycoides subsp. mycoides SC str. PG1
38301.3	Corynebacterium minutissimum ATCC 23348
1376.123	Aerococcus urinae strain CCUG36881
318586.5	Paracoccus denitrificans PD1222
1505.19	"[Clostridium] sordellii strain W2967"
1406866.3	Sulfitobacter pontiacus 3SOLIMAR09
29581.5	Janthinobacterium lividum strain RIT308
420246.7	Geobacillus thermodenitrificans NG80-2
1736366.3	Chryseobacterium sp. Leaf404
360911.3	Exiguobacterium sp. AT1b
2709394.3	Corynebacterium sp. ZJ-599
565653.4	Enterococcus gallinarum EG2
33888.3	Rathayibacter tritici strain NCPPB 1953
1351754.4	Avibacterium paragallinarum JF4211
32020.28	Campylobacter fetus subsp. venerealis strain 17144
245018.3	butyrate-producing bacterium SSC/2
420889.6	Lactococcus garvieae ATCC 49156
28198.19	Arcobacter cryaerophilus strain L397
511.8	Alcaligenes faecalis strain ZD02
1295.23	Staphylococcus schleiferi strain 2317-03
38290.27	Corynebacterium macginleyi strain 170718
262543.8	Exiguobacterium sibiricum 255-15
552396.3	Erysipelotrichaceae bacterium 5_2_54FAA
653045.3	Streptomyces violaceusniger Tu 4113
2575830.3	Bacillus sp. ZZV12-4809
1121864.6	Enterococcus cecorum DSM 20682 = ATCC 43198
979556.3	Microbacterium testaceum StLB037
754409.6	Winogradskyella sp. PG-2
888826.3	Campylobacter upsaliensis JV21
439496.3	Rhodobacterales bacterium Y4I
243365.4	Chromobacterium violaceum ATCC 12472
391619.3	Phaeobacter gallaeciensis DSM 17395 = CIP 105210
512402.8	Mycobacterium heraklionense strain 1245976.6
289397.4	Mycoplasma bovis PG45
1663685.3	Pedobacter sp. BMA
208479.182	Enterocloster bolteae strain SL.3.12
1504823.3	bacterium LF-3
1291737.4	Lactobacillus otakiensis JCM 15040
409290.4	Arthrobacter oryzae strain TNB02
75658.33	Campylobacter lanienae strain MGYG-HGUT-02308
743720.3	Pseudomonas fulva 12-X
38310.6	Rhodococcus coprophilus strain WS1822
685727.3	Rhodococcus equi 103S
93220.25	Pandoraea pnomenusa strain DSM-16536
243265.5	Photorhabdus luminescens subsp. laumondii TTO1
1564114.4	Rhodococcus sp. B7740
2750814.3	Mycobacteroides sp. LB1
2588535.4	Candidatus Methylopumilus rimovensis strain MMS-RI-1
2949086.3	Flavobacterium sp. HXWNR70
1042377.3	Alteromonas sp. S89
1227458.3	Haloferax alexandrinus JCM 10717
1969167.3	Blautia sp. LMAG:30
32019.17	Campylobacter fetus subsp. fetus strain 006A-0196
861360.3	Arthrobacter arilaitensis Re117
144183.3	Corynebacterium afermentans subsp. afermentans strain LCDC880199
585506.3	Weissella paramesenteroides ATCC 33313
192812.11	Erythrobacter flavus strain KJ5
192.50	Azospirillum brasilense strain Sp7
1405296.3	Chlamydia suis MD56
40324.139	Stenotrophomonas maltophilia strain JCM 9942
2490494.3	Salinivibrio sp. VYel8
300852.9	Thermus thermophilus HB8
907.4	Megasphaera elsdenii DSM 20460
216389.10	Dehalococcoides sp. BAV1
525329.3	Lactobacillus jensenii JV-V16
1449336.3	Carnobacterium divergens DSM 20623 strain 66
1353941.3	Acinetobacter harbinensis HITLi 7
1526927.3	Planococcus sp. PAMC 21323
1198452.4	Janthinobacterium sp. HH01
634177.7	Gluconacetobacter xylinus NBRC 3288
246198.10	Prevotella intermedia 17
665951.3	Lachnospiraceae bacterium 8_1_57FAA
143387.5	Fusobacterium necrophorum subsp. funduliforme strain LS_1197
2810352.3	Xanthomonas sp. AmX2
88431.960	Dorea longicatena strain MSK.11.4
1219050.3	Sphingomonas paucimobilis NBRC 13935
557598.3	Laribacter hongkongensis HLHK9
104336.15	Microbacterium foliorum strain M2
1415166.3	Nocardia nova SH22a
66712.6	Propionibacterium freudenreichii subsp. freudenreichii strain 20271T
1463881.3	Streptomyces sp. NRRL S-118
2759829.3	Colwellia sp. MB02u-1
1783515.3	Streptomyces sp. S10(2016)
47885.7	Pseudomonas oryzihabitans strain USDA-ARS-USMARC-56511
2070337.3	Curtobacterium sp. SGAir0471 strain not applicable
1286308.3	Lysobacter antibioticus HS124
2706883.3	Aliiroseovarius sp. PrR006
1736408.3	Nocardioides sp. Soil774
1095743.3	Haemophilus paraphrohaemolyticus HK411
479436.6	Veillonella parvula DSM 2008
2483795.5	Brevibacterium sp. S111
1339247.3	Leuconostoc pseudomesenteroides PS12
1298867.3	Bradyrhizobium sp. URHA0002
470934.10	Pantoea vagans strain 848_PVAG
570417.4	Wolbachia endosymbiont of Culex quinquefasciatus Pel strain wPip
1795827.3	Eikenella sp. NML02-A-017
886377.3	Muricauda ruestringensis DSM 13258
1094556.3	Bartonella rattimassiliensis 15908
334413.6	Finegoldia magna ATCC 29328
1223523.3	Streptomyces mobaraensis NBRC 13819 = DSM 40847
178901.10	Acetobacter malorum strain DmCS_005
1250278.4	Salegentibacter sp. Hel_I_6
1336243.3	Balneimonas flocculans ATCC BAA-817
1605.9	Lactobacillus animalis strain 381-IL-28
561184.14	Mameliella alba strain DSM 106184
1842534.3	Sinorhizobium sp. RAC02
1197477.3	Mangrovimonas yunxiaonensis strain LY01
1528106.3	Thalassospira australica NP3b2
1423720.3	Lactobacillus alimentarius DSM 20249
67257.5	Streptomyces albus subsp. albus
1134510.3	Bartonella koehlerae C-29
46159.3	Actinomadura coerulea strain DSM 43675
1158182.3	Thioalkalivibrio sp. ALE31
321955.4	Brevibacterium linens BL2
1628212.3	Chromobacterium sp. LK11
1051662.3	Rhodococcus fascians A44A A44a
1208321.3	Marinomonas sp. D104
244292.6	Mycobacterium nebraskense strain AKUC2
40335.7	Legionella tucsonensis strain ATCC 49180
272943.9	Rhodobacter sphaeroides 2.4.1
590158.3	Enterococcus pernyi strain Shenyang
1736456.3	Rhizobium sp. Root1334
282402.5	Prevotella multiformis strain F0096
1736216.3	Sphingomonas sp. Leaf34
680646.3	Rothia mucilaginosa DY-18
553217.3	Enhydrobacter aerosaccus SK60
579478.3	Halomonas sp. S2151
1646498.3	Acinetobacter sp. TTH0-4
131112.72	Arcanobacterium phocae strain IN-5A
430679.3	Nitratireductor kimnyeongensis strain KACC 11904
388413.5	Algoriphagus sp. PR1
1628191.3	Brevundimonas sp. KM4
2738.13	Vagococcus fluvialis strain DIV0098
758.15	"[Pasteurella] pneumotropica strain ATCC 12555"
170573.30	Staphylococcus pettenkoferi strain FDAARGOS_1071 strain Not applicable
521460.8	Caldicellulosiruptor bescii DSM 6725
751586.3	Brevundimonas diminuta ATCC 11568
285983.3	Bacillus subterraneus strain MITOT1
1798225.3	Formosa sp. Hel1_31_208
944560.4	Actinomyces sp. oral taxon 175 str. F0384
518637.5	Eubacterium biforme DSM 3989
883156.3	Veillonella ratti ACS-216-V-Col6b
1736600.3	Nocardioides sp. Root79
306537.10	Corynebacterium jeikeium K411
1785.24	Mycobacterium sp. strain DS1.3.26
1813019.32	Campylobacter hepaticus strain QLD_5/QLD
1158609.3	Enterococcus moraviensis ATCC BAA-383 [PRJNA202679]
2926406.3	Marivita sp. S6314
521097.5	Capnocytophaga ochracea DSM 7271
1259198.3	Cryobacterium sp. Sr39
742816.3	Megamonas funiformis YIT 11815
68260.3	Streptomyces pyridomyceticus strain NRRL ISP-5024
643561.4	Acidovorax avenae subsp. avenae ATCC 19860
2799789.3	Citrobacter sp. JGM124
1384484.3	Adlercreutzia equolifaciens DSM 19450
759851.3	Sporosarcina newyorkensis 2681
1502724.3	Devosia sp. LC5
28258.4	Cobetia marina strain KMM 296
318424.3	Mycobacterium rufum JS14
675812.3	Grimontia hollisae CIP 101886
1696094.3	Neisseria sp. 74A18
345219.8	Bacillus coagulans 36D1
665956.3	Subdoligranulum sp. 4_3_54A2FAA
1156913.3	Amycolatopsis orientalis HCCB10007
2724942.3	Staphylococcus sp. H16/1A
1736364.3	Methylobacterium sp. Leaf399
1545728.4	Mycobacterium sp. EPa45
1049972.3	Leptospira licerasiae serovar Varillal str. VAR 010
1306179.6	Streptomyces naganishii JCM 4654
1500891.3	Luteibacter sp. 9133
1380600.3	Flaviramulus ichthyoenteri Th78
1302863.3	Streptococcus oligofermentans AS 1.3089
866778.4	Veillonella atypica ACS-134-V-Col7a
456481.4	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'
1601.5	Lactobacillus agilis strain Marseille
264203.5	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
148814.8	Lactobacillus kunkeei strain LAko
639283.3	Starkeya novella DSM 506
709991.3	Odoribacter splanchnicus DSM 220712
521096.6	Tsukamurella paurometabola DSM 20162
471854.5	Dyadobacter fermentans DSM 18053
2807534.3	Ponticoccus sp. SC6-69
700508.3	Mycobacterium sp. VKM Ac-1815D
321266.3	Halomonas kenyensis strain DSM 17331
243230.17	Deinococcus radiodurans R1
1687.3	Bifidobacterium coryneforme strain LMG 18911
291985.4	Erythrobacter vulgaris strain O1
1005058.3	Gallibacterium anatis UMN179
1545702.3	Lactobacillus sp. wkB8
2292992.3	Catenibacterium sp. AM22-6LB
710393.3	Helicobacter suis HS1
446468.6	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
79883.5	Bacillus horikoshii strain FJAT-14233
1150399.3	Leifsonia sp. 109
1160.15	Planktothrix agardhii No.976
1946432.3	Empedobacter sp. UBA2044
393595.15	Alcanivorax borkumensis SK2
283942.6	Idiomarina loihiensis L2TR
550540.3	Ferrimonas balearica DSM 9799
380394.4	Acidithiobacillus ferrooxidans ATCC 53993
59374.5	Fibrobacter succinogenes subsp. succinogenes S85
1309411.5	"'Deinococcus soli' Cha et al. 2014 strain N5"
190650.5	Caulobacter crescentus CB15
290398.11	Chromohalobacter salexigens DSM 3043
512565.3	Actinoplanes missouriensis 431
2945106.3	Marinobacter sp. ATCH36
280871.6	Mycobacterium llatzerense strain CLUC14
85336.94	Rothia nasimurium 207RC1
525328.4	Lactobacillus iners DSM 13335
145458.9	Rathayibacter toxicus strain WAC3373
1427518.3	Xenorhabdus szentirmaii DSM 16338
336407.7	Rickettsia bellii RML369-C
243161.6	Chlamydia muridarum Nigg
2175659.3	Curtobacterium sp. MCBD17_032
2292005.3	Butyricicoccus sp. AM18-35
1464078.3	Microbispora rosea subsp. nonnitritogenes
2017437.32	Thiolapillus sp. Ifr-SOX-66
1244528.3	Campylobacter sp. 03-427
59920.5	Prochlorococcus marinus str. NATL2A
1262760.3	Brachyspira sp. CAG:700
1897729.10	Halomonas aestuarii strain Hb3
544645.10	Butyricimonas virosa strain AF34-33
1641402.3	Pseudonocardia sp. HH130629-09
151081.9	Pseudoalteromonas ruthenica strain S3137
519441.6	Streptobacillus moniliformis DSM 12112
313603.6	Maribacter sp. HTCC2170
469618.3	Fusobacterium varium ATCC 27725
2756.40	Brochothrix thermosphacta strain TMW 2.2101
258594.8	Rhodopseudomonas palustris CGA009
525327.3	Lactobacillus hilgardii ATCC 8290
411466.7	Actinomyces odontolyticus ATCC 17982
1221500.28	Fictibacillus phosphorivorans AMY 19.1.2
311180.6	Yangia pacifica strain YSBP01
1736333.3	Plantibacter sp. Leaf314
759914.5	Brachyspira pilosicoli 95/1000
214.52	Helicobacter felis strain cn23e
2219696.3	Sphingomonas sp. FARSPH
1274.3	Dermacoccus nishinomiyaensis strain M25
436.20	Komagataeibacter hansenii strain C110
419940.5	Hyunsoonleella jejuensis strain DSM 21035
1188256.3	Rhodovulum sulfidophilum DSM 1374
1061.25	Rhodobacter capsulatus strain A12
1233951.9	Epilithonimonas sp. FH1
33914.4	Saccharopolyspora gregorii BM8-3
420247.28	Methanobrevibacter smithii ATCC 35061
2048295.3	Cryobacterium sp. M96
1772274.3	Mycobacterium sp. GA-0227b
661367.26	Legionella longbeachae NSW150
154288.6	Turicibacter sanguinis
515620.4	Eubacterium eligens ATCC 27750
883079.3	Afipia clevelandensis ATCC 49720
1122225.4	Mesoflavibacter zeaxanthinifaciens DSM 18436
254785.38	Streptococcus halichoeri strain CCUG48324
2775296.3	Rhizobium sp. CFBP 13726 strain CFBP13726
323850.11	Shewanella loihica PV-4
2558279.3	Streptococcus sp. AN2
34021.238	Candidatus Liberibacter asiaticus ReuSP1
2293131.3	Roseburia sp. AF22-8AC
314265.3	Pelagibaca bermudensis HTCC2601
331635.3	Chlamydophila pecorum E58
1148.35	Synechocystis sp. PCC 6803
273677.3	Microbacterium oleivorans strain RIT293
937774.3	Taylorella equigenitalis MCE9
167879.5	Colwellia psychrerythraea 34H
2100821.3	Lactobacillus chiayiensis strain NCYUAS
2902423.3	Candidatus Nanosynbacter sp. HMT352 strain KC1
2847991.4	Geomonas nitrogeniifigens RG29
297352.8	Lactococcus piscium MKFS47
2587122.3	Mitsuaria sp. BK037
1201293.3	Moritella dasanensis ArB 0140
262723.5	Mycoplasma synoviae 53
316.482	Pseudomonas stutzeri strain NCTC11607
283165.4	Bartonella quintana str. Toulouse
53972.11	Rhodococcus corynebacterioides strain BP-317
1248760.3	Blastomonas sp. AAP53
2049039.65	Phascolarctobacterium sp. strain L2_037_000M1_dasL2_037_000M1_concoct_88
637390.5	Acidithiobacillus thiooxidans ATCC 19377
1834134.3	Mycobacterium sp. E2479
457421.5	Clostridiales bacterium 1_7_47FAA
322710.5	Azotobacter vinelandii DJ
2739043.3	Rathayibacter sp. VKM Ac-2835
1736576.3	Pseudoxanthomonas sp. Root65
1062.122	Rhodobacter sp. strain M114S2SP2A42QC
1379910.4	Rufibacter sp. DG31D
212042.8	Anaplasma phagocytophilum HZ
1638221.3	Thermococcus sp. 21S7 strain not applicable
1208324.3	Celeribacter indicus P73
525263.3	Corynebacterium lipophiloflavum DSM 44291
33889.26	Brevibacterium casei strain NAB46
446466.7	Cellulomonas flavigena DSM 20109
37923.8	Kocuria kristinae strain RSA28
749927.5	Amycolatopsis mediterranei U32
1121368.3	Corynebacterium pseudodiphtheriticum DSM 44287
1969726.106	Sulfurovum sp. strain 12-B
1261130.3	Wohlfahrtiimonas chitiniclastica SH04
1380392.3	Nocardioides sp. URHA0020
2873595.10	Psychroflexus sp. CAK1W
1203568.3	Dermabacter sp. HFH0086
411154.11	Gramella forsetii KT0803
1231343.3	Acetobacter syzygii 9H-2
485917.6	Pedobacter heparinus DSM 2366
99598.3	Calothrix sp. PCC 7507
40545.1270	Sutterella wadsworthensis strain FDAARGOS_1159 strain Not applicable
243274.5	Thermotoga maritima MSB8
862719.3	Azospirillum lipoferum 4B
261299.72	Intestinibacter bartlettii strain 2789STDY5834879
2762219.3	Microbacterium sp. Re1
1736369.3	Sphingomonas sp. Leaf407
156981.12	Cellulomonas hominis strain N95
194867.4	Sphingomonas sp. ATCC 31555
270351.10	Methylobacterium aquaticum strain MA-22A
911045.3	Pseudovibrio sp. FO-BEG1
1496689.3	Arthrobacter sp. L77
263358.5	Verrucosispora maris AB-18-032
1848904.3	Capnocytophaga stomatis strain H2177
658657.3	Erysipelotrichaceae bacterium 21_3
1120980.3	Alysiella crassa DSM 2578
1298593.3	Thalassolituus oleivorans MIL-1
746697.3	Aequorivita sublithincola DSM 14238
533240.4	Cylindrospermopsis raciborskii CS-505
1408226.3	Vagococcus lutrae LBD1
1031564.3	Campylobacter insulaenigrae NCTC 12927
1658765.3	Marinobacter sp. JG233
1340.6	Streptococcus porcinus strain NCTC10710
2762295.3	Undibacterium sp. FT31W
203267.6	Tropheryma whipplei str. Twist
408074.4	Chitinophaga terrae Kim and Jung 2007 strain NBRC 109751
2135470.3	Mucilaginibacter sp. OV119
492776.3	Streptomyces sp. 1
1967289.3	Oceanicola sp. strain m2
1679467.3	Apibacter sp. wkB309
585199.3	Mobiluncus mulieris ATCC 35243
1642949.3	Sphingomonas sp. Ag1
2822682.3	Pseudoalteromonas sp. MMG005
1343158.3	Saccharibacter sp. AM169
2909339.6	Dyadobacter sp. CY22
1252.18	Leuconostoc carnosum strain WC0322
1446475.3	Halomonas zincidurans B6
68170.10	Lechevalieria aerocolonigenes strain NRRL B-16140
267377.15	Methanococcus maripaludis S2
1945521.3	Psychrobacter sp. CIP 110854 strain Psychrobacter_piechaudii
1121007.3	Aquimarina muelleri DSM 19832
36841.16	Terrisporobacter glycolicus strain FS03
1506586.3	Methylophilus sp. Q8
1410646.3	Bifidobacterium merycicum DSM 6492
1101192.3	Methylobacterium sp. 77
254945.26	Ehrlichia ruminantium str. Welgevonden (Prj:9614)
645127.4	Corynebacterium kroppenstedtii DSM 44385
2662448.3	Legionella sp. MW5194
1423794.3	Lactobacillus pontis DSM 8475
301301.604	Roseburia hominis strain MGYG-HGUT-02517
1100720.3	Limnohabitans sp. Rim28
136273.5	Kocuria polaris CMS 76or
59919.7	Prochlorococcus marinus subsp. pastoris str. CCMP1986
1397528.3	Halomonas sp. PBN3
568816.4	Acidaminococcus intestini RyC-MR95
290335.29	Tetragenococcus koreensis 3ACN
535289.3	Acidovorax ebreus TPSY
1442587.3	Algoriphagus boseongensis strain CECT 8446
565575.4	Ureaplasma urealyticum serovar 10 str. ATCC 33699
2709158.3	Lactococcus sp. Hs20B0-1
1736490.3	Hydrogenophaga sp. Root209
479432.6	Streptosporangium roseum DSM 43021
1461.4	Psychrobacillus insolitus strain DSM 5
762948.4	Rothia dentocariosa ATCC 17931
1293054.3	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643
